Identifier	Character	Dialogue	Filename	Line Number
c3_2_x_3cdfe0b8		袁艳看了看躺在床上的夏静。	game/scripts/chapter3.rpy	4309
c3_2_x_c20c5780		叹了一口气。	game/scripts/chapter3.rpy	4310
c3_2_x_ccfa0dc5	w	.....	game/scripts/chapter3.rpy	4311
c3_2_x_85ee6493		所以说到底怎么啦。	game/scripts/chapter3.rpy	4312
c3_2_x_f330d166		夏静到底是不是那个崩坏女孩啊。	game/scripts/chapter3.rpy	4313
c3_2_x_18776cf6	y	我可能见到了很奇怪的东西	game/scripts/chapter3.rpy	4315
c3_2_x_aa856165	w	什么东西？	game/scripts/chapter3.rpy	4316
c3_2_x_6547cb35	y	你现在还能把我送回去不？	game/scripts/chapter3.rpy	4318
c3_2_x_5a56ff67		她指一下自己的身体。	game/scripts/chapter3.rpy	4319
c3_2_x_87bbd054		我马上就明白她的意思。	game/scripts/chapter3.rpy	4320
c3_2_x_44efd505_1	w	......	game/scripts/chapter3.rpy	4321
c3_2_x_a0d139d5	w	之前不是试过了吗？基本上不太可能了啊。	game/scripts/chapter3.rpy	4322
c3_2_x_74ecec8d	y	好吧。	game/scripts/chapter3.rpy	4324
c3_2_x_3928a113		.......	game/scripts/chapter3.rpy	4325
c3_2_x_b4fa2448	w	那你现在能做判断了不？	game/scripts/chapter3.rpy	4326
c3_2_x_d420b14e		我看了看袁艳，她应该是明白我的意思。	game/scripts/chapter3.rpy	4327
c3_2_x_e8c11854		袁艳则是又看看床上的夏静，依旧在犹豫。	game/scripts/chapter3.rpy	4328
c3_2_x_3cd8ead3		还没有下定决心。	game/scripts/chapter3.rpy	4329
c3_2_x_d8a25c23	y	我好像做了一个很长的梦。	game/scripts/chapter3.rpy	4331
c3_2_x_8c125194		忽然间，袁艳这么说道。	game/scripts/chapter3.rpy	4332
c3_2_x_ecb55b53	w	哈？	game/scripts/chapter3.rpy	4333
c3_2_x_73c1e9af		我有点不太理解她现在说这个是有啥意义。	game/scripts/chapter3.rpy	4334
c3_2_x_63279ce3	w	做个梦跟我们现在的情况有关系嘛？	game/scripts/chapter3.rpy	4335
c3_2_x_93c83db4	y	怎么说呢...我就感觉特别疼，特别难受，还有个谁让我带话。	game/scripts/chapter3.rpy	4337
c3_2_x_ed6a75c2	w	谁让你带话？	game/scripts/chapter3.rpy	4338
c3_2_x_8dcf8b40		我歪了歪脑袋，有点不太明白袁艳这家伙说的话。	game/scripts/chapter3.rpy	4339
c3_2_x_b5609e38		袁艳再一次看床上的夏静一眼，叹了一口气。	game/scripts/chapter3.rpy	4340
c3_2_x_230311a1	y	该怎么说呢...这种感觉并不是很好。	game/scripts/chapter3.rpy	4342
c3_2_x_f478486b	y	有人托我给这丫头带个话。	game/scripts/chapter3.rpy	4344
c3_2_x_8d1ef7f2	w	说啥了？	game/scripts/chapter3.rpy	4345
c3_2_x_100778a1	y	虽然不知道有啥用，但是大概就几句道别的话之类的？	game/scripts/chapter3.rpy	4347
c3_2_x_37c8b3cc	w	道别？跟谁道别？	game/scripts/chapter3.rpy	4348
c3_2_x_8b84d48e	w	算了算了，别管那么多，你到底弄清楚没？	game/scripts/chapter3.rpy	4349
c3_2_x_0a6b5bc9	w	这个丫头到底是不是我们要找的那个啊？	game/scripts/chapter3.rpy	4350
c3_2_x_57e586ab_1	y	......	game/scripts/chapter3.rpy	4352
c3_2_x_39463d17		这个时候反倒是她沉默了一下。	game/scripts/chapter3.rpy	4353
c3_2_x_d9f8d53f	y	问一下。	game/scripts/chapter3.rpy	4355
c3_2_x_39fa42c8	w	都到这种时候，你还有啥问题啊？	game/scripts/chapter3.rpy	4356
c3_2_x_5d964ad4	y	说到底崩坏到底是个什么东西？	game/scripts/chapter3.rpy	4358
c3_2_x_193dc014	y	我觉得她这丫头挺好的呀。	game/scripts/chapter3.rpy	4360
c3_2_x_1c3885c6	w	那你就把事情想得太简单了。	game/scripts/chapter3.rpy	4361
c3_2_x_94363351		太草率了！	game/scripts/chapter3.rpy	4362
c3_2_x_62eb1ed2	w	所谓的崩坏可比你想的要严重的多。	game/scripts/chapter3.rpy	4363
c3_2_x_84a55758	w	这样的人是介于灵魂状态和现实状态为一体的存在。	game/scripts/chapter3.rpy	4364
c3_2_x_6c03e71c	w	换句话来说，就是这样的人在现实世界中不论生死都能影响现实世界。	game/scripts/chapter3.rpy	4365
c3_2_x_375923c0	w	严重的会使得灾难具象化。	game/scripts/chapter3.rpy	4366
c3_2_x_4629a19a	y	麻烦你解释得通俗点，能让我听懂的那种。	game/scripts/chapter3.rpy	4368
c3_2_x_44efd505_2	w	......	game/scripts/chapter3.rpy	4369
c3_2_x_98f2489a	w	简单来说崩坏的人可以引发灾难。	game/scripts/chapter3.rpy	4370
c3_2_x_a45682aa	w	大到你们常见的洪水，地震，小到你走路被天上掉下来的东西砸死这样的。	game/scripts/chapter3.rpy	4371
c3_2_x_1984a35a	y	.....	game/scripts/chapter3.rpy	4373
c3_2_x_4ac5dc8e	y	那不是很刺激？？	game/scripts/chapter3.rpy	4375
c3_2_x_e8b550b7	w	刺激个鬼啦！	game/scripts/chapter3.rpy	4376
c3_2_x_57d1f3ed	w	这种无法无天的存在很容易导致城市毁灭的好不啦！	game/scripts/chapter3.rpy	4377
c3_2_x_20797280	y	我都想变成崩坏的那只了！	game/scripts/chapter3.rpy	4379
c3_2_x_6ffee3e7	w	你这么羡慕个啥？	game/scripts/chapter3.rpy	4380
c3_2_x_df0fec6c	y	你想想，完全没人能管我耶？	game/scripts/chapter3.rpy	4382
c3_2_x_7b54ff85	w	是没人能管你了。	game/scripts/chapter3.rpy	4383
c3_2_x_d06845a3		我不由得摊了摊爪子。	game/scripts/chapter3.rpy	4384
c3_2_x_244907e0	w	包括你自己也管不了你自己。	game/scripts/chapter3.rpy	4385
c3_2_x_add1cdaf	y	啊？	game/scripts/chapter3.rpy	4387
c3_2_x_01f431f1	y	不可控的？	game/scripts/chapter3.rpy	4389
c3_2_x_0d42f31d_1	w	嗯。	game/scripts/chapter3.rpy	4390
c3_2_x_df598936	y	那还是不要了。	game/scripts/chapter3.rpy	4392
c3_2_x_14c789a4	w	明白了？	game/scripts/chapter3.rpy	4393
c3_2_x_eb35e264	y	明白了！	game/scripts/chapter3.rpy	4395
c3_2_x_bd29da7e	w	那这个叫夏静的丫头是不是那个崩坏的女孩啊？	game/scripts/chapter3.rpy	4396
c3_2_x_1488a26b	y	这个啊....	game/scripts/chapter3.rpy	4398
c3_2_x_383ac5ba		看她犹豫的样子，我多半就能理解了。	game/scripts/chapter3.rpy	4399
c3_2_x_deb97121		她没有办法做出判断。	game/scripts/chapter3.rpy	4400
c3_2_x_b74d2a45		但是花了这么大的代价，总得问出有用的信息才行啊。	game/scripts/chapter3.rpy	4401
c3_2_x_9857b46c	y	虽然还是没办法判断，不过我有个有用的信息可以拿出来用用。	game/scripts/chapter3.rpy	4403
c3_2_x_bc19b9df	w	嗯？	game/scripts/chapter3.rpy	4404
c3_2_x_c685f0ec		和我想到一块去了。	game/scripts/chapter3.rpy	4405
c3_2_x_a1f965bd	y	这个丫头身体里面应该还有另外一个灵魂。	game/scripts/chapter3.rpy	4407
c3_2_x_44efd505_3	w	......	game/scripts/chapter3.rpy	4408
c3_2_x_796ab118		听到这个消息，我不由得沉默了起来。	game/scripts/chapter3.rpy	4409
c3_2_x_bed24f75		另一个灵魂？干扰现世？好像完全符合崩坏的条件啊。	game/scripts/chapter3.rpy	4410
c3_2_x_e43ac545	y	其实我们也不急不是，不是还有一天嘛。	game/scripts/chapter3.rpy	4412
c3_2_x_55d71145		袁艳尴尬的笑着。	game/scripts/chapter3.rpy	4413
c3_2_x_44efd505_4	w	......	game/scripts/chapter3.rpy	4419
c3_2_x_a0861286		我长长叹了一口气。	game/scripts/chapter3.rpy	4425
c3_2_x_83248220	w	哪里还有一天啊。	game/scripts/chapter3.rpy	4426
c3_2_x_add1cdaf_1	y	啊？	game/scripts/chapter3.rpy	4428
c3_2_x_79eaaeda	w	现在的你已经是必须要做出决定的时候了。	game/scripts/chapter3.rpy	4429
c3_2_x_36104830	w	今天黄昏时刻，我们点火若不成功。	game/scripts/chapter3.rpy	4430
c3_2_x_ccfa0dc5_1	w	.....	game/scripts/chapter3.rpy	4431
c3_2_x_a7fe4c6a	w	最好的情况就是咱们两个灰飞烟灭，再也回不去。	game/scripts/chapter3.rpy	4432
c3_2_x_d2f584e7	y	那..最坏的呢？	game/scripts/chapter3.rpy	4434
c3_2_x_e8f8af1c		女孩瞪大眼睛，就像是我刚刚说的话毫无震撼力度一样。	game/scripts/chapter3.rpy	4435
c3_2_x_44efd505_5	w	......	game/scripts/chapter3.rpy	4436
c3_2_x_04f3c970		至始至终，这个丫头都是这样。	game/scripts/chapter3.rpy	4437
c3_2_x_a50954b9		把心大的性格发挥到了极致，这已经不是心大了吧。	game/scripts/chapter3.rpy	4438
c3_2_x_54365414		我都不知道拿什么个性来形容她。	game/scripts/chapter3.rpy	4439
c3_2_x_4a683c3b		这丫头难不成就是那个要崩溃的女孩吗？	game/scripts/chapter3.rpy	4440
c3_2_x_c3168977		我被我的想法吓了一跳，但是我马上摇了摇猫头。	game/scripts/chapter3.rpy	4441
c3_2_x_16ba1ed6		不可能的，在我边上我都不知道。	game/scripts/chapter3.rpy	4442
c3_2_x_6e1884dd		那我这神圣的猫不是白当了。	game/scripts/chapter3.rpy	4443
c3_2_x_5ca352b0		不过她的性格真的是有点厉害了，适应能力也有点强得让我无法理解了。	game/scripts/chapter3.rpy	4444
c3_2_x_bd6a1fb9		人类都是这样的吗？	game/scripts/chapter3.rpy	4445
c3_2_x_79c1ec69		要都是还会有什么崩坏的人嘛？	game/scripts/chapter3.rpy	4446
c3_2_x_c77475e9		说到底这个世界上真的有袁艳这种人吗？	game/scripts/chapter3.rpy	4447
c3_2_x_eb6ae05b	w	我说...你真的是个人吗？	game/scripts/chapter3.rpy	4448
c3_2_x_1f19b3e0	y	问的什么话...	game/scripts/chapter3.rpy	4450
c3_2_x_ec8c67a3	y	我不是人是什么？鬼吗？	game/scripts/chapter3.rpy	4452
c3_2_x_d0d4ab77		我点了点头。	game/scripts/chapter3.rpy	4453
c3_2_x_57e586ab_2	y	......	game/scripts/chapter3.rpy	4455
c3_2_x_5facc989	w	不扯了不扯了，你现在能做判断不？	game/scripts/chapter3.rpy	4456
c3_2_x_5c09aaf2	w	我觉得她很有可能就是有问题的女生。	game/scripts/chapter3.rpy	4457
c3_2_x_c6c31d17	w	毕竟两个灵魂，这也太可疑了。	game/scripts/chapter3.rpy	4458
c3_2_x_57e586ab_3	y	......	game/scripts/chapter3.rpy	4460
c3_2_x_63c4b30d		袁艳没有说话，我就当她是默认了。	game/scripts/chapter3.rpy	4461
c3_2_x_44efd505_6	w	......	game/scripts/chapter3.rpy	4462
c3_2_x_8ce1dbc8		既然如此，也就没有必要继续等待下去了。	game/scripts/chapter3.rpy	4463
c3_2_x_aedc3f01		看了袁艳一眼，我便闭上了眼睛，准备开始引出最后的力量，吟唱赞歌。	game/scripts/chapter3.rpy	4464
c3_2_x_844495af	y	哇，你在干嘛呢？	game/scripts/chapter3.rpy	4480
c3_2_x_ccfa0dc5_2	w	.....	game/scripts/chapter3.rpy	4481
c3_2_x_c23ffad6	y	哇？她是谁啊？？？	game/scripts/chapter3.rpy	4483
c3_2_x_6a72ef0d		我闭着眼睛。	game/scripts/chapter3.rpy	4484
c3_2_x_1df36982	w	我在有事你没看见吗？	game/scripts/chapter3.rpy	4485
c3_2_x_ade4d670	w	忙着呢，别打扰我！	game/scripts/chapter3.rpy	4486
c3_2_x_57e586ab_4	y	......	game/scripts/chapter3.rpy	4488
c3_2_x_f8e07312	y	不是，你谁啊？	game/scripts/chapter3.rpy	4490
c3_2_x_ccfa0dc5_3	w	.....	game/scripts/chapter3.rpy	4505
c3_2_x_d576a685		被她烦的不行了，睁开眼睛瞅了她一眼。	game/scripts/chapter3.rpy	4506
c3_2_x_662f9f22	w	是我怎么了？	game/scripts/chapter3.rpy	4507
c3_2_x_1372a233	y	你还是个美少女啊，没看出来啊。	game/scripts/chapter3.rpy	4509
c3_2_x_44efd505_7	w	......	game/scripts/chapter3.rpy	4510
c3_2_x_8cceb4d4	y	啧啧啧...还挺漂亮的。	game/scripts/chapter3.rpy	4512
c3_2_x_81ca2ad8	y	你要是早点变成这样，我就不会对你那么凶了。	game/scripts/chapter3.rpy	4514
c3_2_x_44efd505_8	w	......	game/scripts/chapter3.rpy	4515
c3_2_x_07dc92ab	w	快闭嘴啊！我在控制力量，能不能别让我分神。	game/scripts/chapter3.rpy	4516
c3_2_x_dca5f2ba		好说歹说，终于算是让这个妮子闭嘴了。	game/scripts/chapter3.rpy	4522
c3_2_x_875122d1		没了她说话分神，我引导力量的速度也快了许多。	game/scripts/chapter3.rpy	4523
c3_2_x_fde00115		不一会儿，就完成了力量的引导，在我的人体印象的胸口，点燃了一簇蓝色的火焰。	game/scripts/chapter3.rpy	4524
c3_2_x_ccfa0dc5_4	w	.....	game/scripts/chapter3.rpy	4525
c3_2_x_57e586ab_5	y	......	game/scripts/chapter3.rpy	4527
c3_2_x_852bc20b		在火焰下，我和袁艳彼此对视一眼。	game/scripts/chapter3.rpy	4528
c3_2_x_55d70ebd	w	我做了啊...	game/scripts/chapter3.rpy	4529
c3_2_x_8f9c4c96	y	做啥？	game/scripts/chapter3.rpy	4531
c3_2_x_8b2da76e	w	点燃她啊。	game/scripts/chapter3.rpy	4532
c3_2_x_1455feb8		我看着床上的夏静，然后又看了看袁艳。	game/scripts/chapter3.rpy	4533
c3_2_x_6959afdb		怎么好像还要征得她同意一样。	game/scripts/chapter3.rpy	4534
c3_2_x_65f94fcb		顿时有点郁闷了起来。	game/scripts/chapter3.rpy	4535
c3_2_x_57e586ab_6	y	......	game/scripts/chapter3.rpy	4537
c3_2_x_3ab440a8		袁艳明显的犹豫了一下。	game/scripts/chapter3.rpy	4538
c3_2_x_7b029d1d	y	你点呗。	game/scripts/chapter3.rpy	4540
c3_2_x_43dda61a	w	那我动手了啊。	game/scripts/chapter3.rpy	4541
c3_2_x_57e586ab_7	y	......	game/scripts/chapter3.rpy	4543
c3_2_x_f3cf7b09	y	你动手啊！磨磨唧唧的。	game/scripts/chapter3.rpy	4545
c3_2_x_44efd505_9	w	......	game/scripts/chapter3.rpy	4546
c3_2_x_3c6a4f70		我一怔，就准备开始书写大结局的故事了。	game/scripts/chapter3.rpy	4547
c3_2_x_1f65e5aa		只要我把接下来的灵魂之火放到这个女孩的身体里面，一切就完成了。	game/scripts/chapter3.rpy	4548
c3_2_x_6d524a12		总觉得事情没那么顺利...	game/scripts/chapter3.rpy	4549
c3_2_x_b502f9e3		夏静翻了个身。	game/scripts/chapter3.rpy	4550
c3_2_x_3beb0e29		然后我控制着灵火直接放到了她的身体里面。	game/scripts/chapter3.rpy	4551
c3_2_x_fab8e995		看着灵火漂浮在她的胸口。	game/scripts/chapter3.rpy	4552
c3_2_x_1e5e638a		我有些愣神...会不会有点太简单了？	game/scripts/chapter3.rpy	4553
c3_2_x_f2d1c1d2		按道理来说，这个时候不应该出现一点点变故吗？	game/scripts/chapter3.rpy	4554
c3_2_x_44efd505_10	w	......	game/scripts/chapter3.rpy	4555
c3_2_x_57e586ab_8	y	......	game/scripts/chapter3.rpy	4557
c3_2_x_956f5cbd	y	接下来呢？	game/scripts/chapter3.rpy	4559
c3_2_x_3aa6c0c0	w	等着就行了。	game/scripts/chapter3.rpy	4560
c3_2_x_42a78c45		接下来只需要等灵魂之火灼烧殆尽这个灵魂即可。	game/scripts/chapter3.rpy	4561
c3_2_x_11d8f6ad		保佑啊，这个丫头是那个女孩，一定要是啊....	game/scripts/chapter3.rpy	4562
c3_2_x_9c84ff5a		时间一点一点的过去了。	game/scripts/chapter3.rpy	4567
c3_2_x_44efd505_11	w	......	game/scripts/chapter3.rpy	4573
c3_2_x_a103c5db	y	 ......	game/scripts/chapter3.rpy	4575
c3_2_x_f4015c1c		没什么变化。	game/scripts/chapter3.rpy	4579
c3_2_x_1aff81d4	y	怎么没啥动静啊？	game/scripts/chapter3.rpy	4586
c3_2_x_d9bc856b	w	再等等...	game/scripts/chapter3.rpy	4587
c3_2_x_a9437337		头一回要这么久的时间。	game/scripts/chapter3.rpy	4588
c3_2_x_85e1da7e	y	我去看看夏静的情况。	game/scripts/chapter3.rpy	4590
c3_2_x_afdee77c	w	你是灵魂状态，你别靠太近啊。	game/scripts/chapter3.rpy	4591
c3_2_x_424a5685	y	靠太近怎么了？	game/scripts/chapter3.rpy	4593
c3_2_x_8f29631f	w	灵魂靠近这个火太近的话，就有可能会把你烧得灰飞烟灭啊。	game/scripts/chapter3.rpy	4594
c3_2_x_ae390468	w	别怪我没提醒你，你别到时候还没被诅咒干掉就被灵火烧死了。	game/scripts/chapter3.rpy	4595
c3_2_x_57e586ab_9	y	......	game/scripts/chapter3.rpy	4597
c3_2_x_67055b04	y	为啥？	game/scripts/chapter3.rpy	4599
c3_2_x_7c353cba	w	这火对普通灵魂有绝对的杀伤力。	game/scripts/chapter3.rpy	4600
c3_2_x_05a7853d	y	那我还是不靠近了。	game/scripts/chapter3.rpy	4602
c3_2_x_f908c78b		说罢，她退后了好几步。	game/scripts/chapter3.rpy	4603
c3_2_x_093fff6c	y	那它对人会咋样呢？如果她不是崩坏的灵魂的话...	game/scripts/chapter3.rpy	4605
c3_2_x_ccfa0dc5_5	w	.....	game/scripts/chapter3.rpy	4606
c3_2_x_31c860df	x	.....	game/scripts/chapter3.rpy	4607
c3_2_x_837642df	x	emmm....	game/scripts/chapter3.rpy	4608
c3_2_x_e1addb28	x	唔...唔...	game/scripts/chapter3.rpy	4609
c3_2_x_27a0028e		难受的呻吟声在病房里幽幽的响起，我和袁艳对视一眼，马上就安静了下来。	game/scripts/chapter3.rpy	4610
c3_2_x_9c2d0345		看来，该来的还是来了。	game/scripts/chapter3.rpy	4611
c3_2_x_62fb3391		但是，总感觉不太对。	game/scripts/chapter3.rpy	4612
c3_2_x_f6781301		这不像是在清除崩坏的症状啊...	game/scripts/chapter3.rpy	4613
c3_2_x_405dcb0d		别吧...我不由得捂住了眼睛，不敢看。	game/scripts/chapter3.rpy	4614
c3_2_x_a8a685f4	w	袁...袁艳。	game/scripts/chapter3.rpy	4615
c3_2_x_5356e350	y	干啥？	game/scripts/chapter3.rpy	4617
c3_2_x_17a599f7	w	你帮我看看...	game/scripts/chapter3.rpy	4618
c3_2_x_6401f27f	w	她是不是浑身冒黑烟之类的？有没有？	game/scripts/chapter3.rpy	4619
c3_2_x_44efd505_12	w	......	game/scripts/chapter3.rpy	4620
c3_2_x_f327989f	y	没有啊，她就一直在叫而已啊，像做噩梦一样。	game/scripts/chapter3.rpy	4622
c3_2_x_a04551d2		听到袁艳的话，我的顿时就愣住了。	game/scripts/chapter3.rpy	4623
c3_2_x_cb57764d	w	完了....	game/scripts/chapter3.rpy	4624
c3_2_x_81f9ee66	y	怎么了？	game/scripts/chapter3.rpy	4626
c3_2_x_e60f458c		这不是清除掉崩坏时应该有的现象...	game/scripts/chapter3.rpy	4627
c3_2_x_ca1807eb		换而言之，也就是夏静这个女孩并不是那个崩坏的女孩..	game/scripts/chapter3.rpy	4628
c3_2_x_979c08c3		判断错了。	game/scripts/chapter3.rpy	4629
c3_2_x_4cc124e4	w	我们....错了啊...	game/scripts/chapter3.rpy	4630
c3_2_x_4aa5aaa6		知道真相的我差点都要哭出来了。	game/scripts/chapter3.rpy	4631
c3_2_x_7e150469		这么多天的努力，结果居然弄错了。	game/scripts/chapter3.rpy	4632
c3_2_x_ca09d431		真的是命啊...	game/scripts/chapter3.rpy	4633
c3_2_x_e42d8134	w	呜喵...唔喵....	game/scripts/chapter3.rpy	4634
c3_2_x_a5c20a36		还是没忍住，哭出来了。	game/scripts/chapter3.rpy	4635
c3_2_x_1984a35a_1	y	.....	game/scripts/chapter3.rpy	4637
c3_2_x_94840dc3	y	干啥呢干啥呢，奔丧呢你？	game/scripts/chapter3.rpy	4639
c3_2_x_3c0dc1ea	w	我们...我们，我们...完了啊！	game/scripts/chapter3.rpy	4640
c3_2_x_7ee39167	y	完什么完，你还没回答我呢。	game/scripts/chapter3.rpy	4642
c3_2_x_770433b0	w	啊？	game/scripts/chapter3.rpy	4643
c3_2_x_bc5e3b43		回答什么，都这时候还回答什么啊？	game/scripts/chapter3.rpy	4644
c3_2_x_de42be9d	y	灵魂之火对普通人有啥伤害吗？	game/scripts/chapter3.rpy	4646
c3_2_x_de7207a6		袁艳指了指躺在床上翻来覆去非常痛苦的夏静。	game/scripts/chapter3.rpy	4647
c3_2_x_d4ade1ec	w	灵魂之火对人体能有什么伤害啊？	game/scripts/chapter3.rpy	4648
c3_2_x_e281aa04	w	大姐...你省省心吧...我们选错了，要死了啊，你还有心情担心她？	game/scripts/chapter3.rpy	4649
c3_2_x_1b6197bf		我心情哽咽，知道自己马上要死的感觉真的一点都不好。	game/scripts/chapter3.rpy	4650
c3_2_x_9fc8132d	y	那为啥这丫头这么难受啊？	game/scripts/chapter3.rpy	4652
c3_2_x_fbad2664	w	.......	game/scripts/chapter3.rpy	4653
c3_2_x_746bf9b4		我还在难受着呢，突然面前一阵风吹了过来。	game/scripts/chapter3.rpy	4654
c3_2_x_0f83ae36		她就像是一阵风一样冲到了我的面前。	game/scripts/chapter3.rpy	4655
c3_2_x_39ff9d92	y	到底是怎么回事啦？	game/scripts/chapter3.rpy	4657
c3_2_x_ccfa0dc5_6	w	.....	game/scripts/chapter3.rpy	4658
c3_2_x_f4aac4ac	w	虽然她有躯体可以保护自己的灵魂，但是灵魂之火仍然是能够灼烧其灵魂的。	game/scripts/chapter3.rpy	4659
c3_2_x_33cd049c	y	嗯？	game/scripts/chapter3.rpy	4661
c3_2_x_2eacdc8f	w	她肯定是要失去一些东西的，强行失去怎么可能不难受啊。	game/scripts/chapter3.rpy	4662
c3_2_x_35b3fc57	w	如果没有错的话，灼烧的肯定是她觉得比较重要的事情。	game/scripts/chapter3.rpy	4663
c3_2_x_57e586ab_10	y	......	game/scripts/chapter3.rpy	4665
c3_2_x_61082d1d	y	能不能说点我能懂的？	game/scripts/chapter3.rpy	4667
c3_2_x_f8e8c2ca	y	比如她失去了啥，或者怎么灭了这火？	game/scripts/chapter3.rpy	4669
c3_2_x_f5253106	w	你疯啦？	game/scripts/chapter3.rpy	4670
c3_2_x_1501ceb9	y	讲重点。	game/scripts/chapter3.rpy	4672
c3_2_x_360ba8a0		袁艳很无语的看着我，难不成她真打算灭掉这火？	game/scripts/chapter3.rpy	4673
c3_2_x_44efd505_13	w	......	game/scripts/chapter3.rpy	4674
c3_2_x_21c0b5ba		一旦点燃这个火，想要在灭掉是不可能的...几乎不可能的。	game/scripts/chapter3.rpy	4675
c3_2_x_752d9c9a		除非......	game/scripts/chapter3.rpy	4676
c3_2_x_726bdd3d	w	这玩意肯定要烧掉啥东西才能灭掉。	game/scripts/chapter3.rpy	4677
c3_2_x_6c685400	w	啊....反正咱们也死定了..你能不能表现得在悲伤一点啊？	game/scripts/chapter3.rpy	4678
c3_2_x_57e586ab_11	y	......	game/scripts/chapter3.rpy	4680
c3_2_x_ec09b1ca	y	死猫，既然不是她，她这么难受不是显得我们俩有点缺德嘛？	game/scripts/chapter3.rpy	4682
c3_2_x_33abc7f7	w	都快死的人了...呜呜呜....	game/scripts/chapter3.rpy	4683
c3_2_x_fe145347		我几乎要放生大哭了起来。	game/scripts/chapter3.rpy	4684
c3_2_x_1984a35a_2	y	.....	game/scripts/chapter3.rpy	4686
c3_2_x_717fc324		袁艳则是非常无语的看着我。	game/scripts/chapter3.rpy	4687
c3_2_x_b75f7d18	y	别奔丧了。	game/scripts/chapter3.rpy	4689
c3_2_x_44efd505_14	w	......	game/scripts/chapter3.rpy	4690
c3_2_x_8e921314	w	我们快完了好不好！！	game/scripts/chapter3.rpy	4691
c3_2_x_104f57ae	y	不是你真有那么悲伤？	game/scripts/chapter3.rpy	4693
c3_2_x_ccfa0dc5_7	w	.....	game/scripts/chapter3.rpy	4694
c3_2_x_11594763	w	那不是废话嘛？	game/scripts/chapter3.rpy	4695
c3_2_x_828bffb7		看着有些玩味的袁艳，我有点儿搞不懂她是啥意思了。	game/scripts/chapter3.rpy	4696
c3_2_x_b2d2072a	w	倒是你，快完蛋的人了，你怎么跟过节一样开心啊喂！	game/scripts/chapter3.rpy	4697
c3_2_x_df61ca9e	y	我有说啥吗？	game/scripts/chapter3.rpy	4699
c3_2_x_ab02628a	y	反正我们已经没救了不是吗？	game/scripts/chapter3.rpy	4701
c3_2_x_7376aabf		袁艳突然在这个时候笑了起来。	game/scripts/chapter3.rpy	4702
c3_2_x_2e8e9b8a		完了，这丫头也没救了。	game/scripts/chapter3.rpy	4703
c3_2_x_1bb1736d		不，应该说这一开始咱们就没救了。	game/scripts/chapter3.rpy	4704
c3_2_x_f0ba6814		把希望放在她身上的我真的是个大笨蛋啊。	game/scripts/chapter3.rpy	4705
c3_2_x_bbfc12bc		她压根对这种事情就无所谓的。	game/scripts/chapter3.rpy	4706
c3_2_x_26cd724b		有点点懊恼。	game/scripts/chapter3.rpy	4707
c3_2_x_98f7c4e3		但是现在已经来不及了啊。	game/scripts/chapter3.rpy	4708
c3_2_x_8416430c		我们真的已经完了。	game/scripts/chapter3.rpy	4709
c3_2_x_e4ebfae6	w	你...干啥呢？	game/scripts/chapter3.rpy	4710
c3_2_x_55baf041		我看着袁艳一点一点的靠近少女。	game/scripts/chapter3.rpy	4711
c3_2_x_847e85fd		我不是说她这个灵魂状态的不要靠近火吗？	game/scripts/chapter3.rpy	4712
c3_2_x_b50b3830		她想干啥？	game/scripts/chapter3.rpy	4713
c3_2_x_db6a7cb4	x	啊...	game/scripts/chapter3.rpy	4715
c3_2_x_f0a351af	y	她这叫声我听不下去了。	game/scripts/chapter3.rpy	4717
c3_2_x_b1b82472	y	让人担心的丫头。	game/scripts/chapter3.rpy	4719
c3_2_x_be3f3f12		在我的注视之下，袁艳伸出了手。	game/scripts/chapter3.rpy	4720
c3_2_x_3f4eb759		将放置在女孩胸口的灵魂之火取了出来。	game/scripts/chapter3.rpy	4721
c3_2_x_a85a1d56	w	喂，你别乱搞啊！！会死的！	game/scripts/chapter3.rpy	4722
c3_2_x_262044d8		我突然紧张了起来。	game/scripts/chapter3.rpy	4723
c3_2_x_ccfa0dc5_8	w	.....	game/scripts/chapter3.rpy	4739
c3_2_x_1fbfd463	w	我..的...妈呀...	game/scripts/chapter3.rpy	4740
c3_2_x_374fe31b		女孩手捧着灵魂之火，伫立在房间里头。	game/scripts/chapter3.rpy	4741
c3_2_x_08aec1c5		静谧的房间，传来了滋滋的声音，看不见的火焰在不断的溶解着少女的身体。	game/scripts/chapter3.rpy	4742
c3_2_x_06c74109		就好似飘散的花瓣，散落漂浮在这个空间里面。	game/scripts/chapter3.rpy	4743
c3_2_x_9f85439f		你到底要做什么啊？	game/scripts/chapter3.rpy	4744
c3_2_x_f8d191c7		之前一点点火就已经把你疼了个半死。	game/scripts/chapter3.rpy	4745
c3_2_x_22503f4f		现在直接把火捧在手上，你不要命啦？	game/scripts/chapter3.rpy	4746
c3_2_x_9ac894da	y	死猫...这个火会烧掉琴丫头全部的记忆。	game/scripts/chapter3.rpy	4755
c3_2_x_18aed8a0		她好像忽然明白了什么一样。	game/scripts/chapter3.rpy	4756
c3_2_x_ccfa0dc5_9	w	.....	game/scripts/chapter3.rpy	4757
c3_2_x_23d347aa		我其实是知道的，灵魂之火会褪去一个人心中全部的执念。	game/scripts/chapter3.rpy	4758
c3_2_x_bbabc4d3		会把一个人变成符合世界所需要的‘正常人’，渐渐的融入世界中，与他人无异。	game/scripts/chapter3.rpy	4759
